epoch,lr-AdamW,step,train/mlm_loss
,1.9800000000000004e-05,99,
,1.9800000000000004e-05,99,
,1.9800000000000004e-05,99,
,1.9800000000000004e-05,99,
0,,99,2.912247896194458
